,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
465,Rocha,UY,-34.4833,-54.3333,55.06,98,50,3.62,scattered clouds
466,Porto Murtinho,BR,-21.6989,-57.8825,73.65,93,74,4.32,broken clouds
467,Iaciara,BR,-14.0958,-46.6317,80.91,42,58,5.17,broken clouds
468,Iwanai,JP,42.9744,140.5089,67.66,72,100,4.72,overcast clouds
469,Aykhal,RU,66.0,111.5,9.95,99,89,3.74,overcast clouds
470,Hobyo,SO,5.3505,48.5268,76.15,90,50,17.94,scattered clouds
471,Kahului,US,20.8947,-156.47,91.42,57,40,20.71,scattered clouds
472,Sjovegan,NO,68.8726,17.8474,48.88,90,98,8.41,overcast clouds
473,Fraga,ES,41.5229,0.3489,58.51,50,4,21.3,clear sky
474,Piacabucu,BR,-10.4056,-36.4344,73.17,77,16,6.98,few clouds
475,Aksu,CN,41.1231,80.2644,66.18,32,0,2.15,clear sky
476,Keuruu,FI,62.2667,24.7,46.58,93,75,4.27,broken clouds
477,Roswell,US,34.0232,-84.3616,73.18,58,0,9.22,clear sky
478,Ulaangom,MN,49.9811,92.0667,56.37,34,100,4.0,overcast clouds
479,Oranjemund,NA,-28.55,16.4333,53.49,90,0,3.09,clear sky
480,Mackay,AU,-21.15,149.2,82.69,64,0,6.29,clear sky
481,La Plaine,DM,15.3333,-61.25,76.64,83,71,12.64,light rain
482,Tuatapere,NZ,-46.1333,167.6833,54.77,93,100,2.48,light rain
483,Manado,ID,1.487,124.8455,84.97,61,20,3.44,few clouds
484,Alofi,NU,-19.0595,-169.9187,73.9,86,100,3.0,moderate rain
485,Parana,AR,-31.732,-60.5238,67.51,55,0,5.37,clear sky
486,Goundi,TD,9.3627,17.366,71.15,97,100,4.05,light rain
487,Leningradskiy,RU,69.3833,178.4167,31.71,84,100,7.72,light snow
488,Strezhevoy,RU,60.7333,77.5889,24.17,89,47,5.3,scattered clouds
489,Nabire,ID,-3.3667,135.4833,81.68,76,90,0.51,overcast clouds
490,Arlit,NE,18.7369,7.3853,95.54,14,23,9.71,few clouds
491,Tura,IN,25.5198,90.2201,72.07,89,99,2.62,overcast clouds
492,Killybegs,IE,54.6333,-8.45,53.89,72,100,22.35,overcast clouds
493,Waipawa,NZ,-41.4122,175.5153,58.12,59,98,4.63,overcast clouds
494,Vanimo,PG,-2.6741,141.3028,83.61,74,75,6.8,broken clouds
495,Itarema,BR,-2.9248,-39.9167,78.53,82,79,15.39,broken clouds
496,Shimoda,JP,34.6667,138.95,75.56,75,16,12.28,few clouds
497,Cockburn Town,TC,21.4612,-71.1419,82.65,81,66,20.04,broken clouds
498,Riyadh,SA,24.6877,46.7219,77.14,25,0,5.75,clear sky
499,Inta,RU,66.0317,60.1659,28.89,70,37,5.66,scattered clouds
500,Orasac,BA,44.6289,16.0711,54.14,97,5,5.26,clear sky
501,Kenai,US,60.5544,-151.2583,49.14,78,100,9.22,light rain
502,Saint-Gabriel,CA,46.3001,-73.3824,55.08,93,97,3.94,moderate rain
503,Brae,GB,60.3964,-1.353,47.3,82,100,16.98,light rain
504,Huambo,AO,-12.7761,15.7392,65.35,64,98,5.84,light rain
505,Kashan,IR,33.9831,51.4364,76.55,20,0,4.74,clear sky
506,San-Pedro,CI,4.7485,-6.6363,74.55,93,91,4.83,light rain
507,Griffith,US,41.5284,-87.4237,58.95,59,40,11.5,scattered clouds
508,Bereda,ES,43.2686,-7.5406,54.41,100,64,2.06,broken clouds
509,Grand Gaube,MU,-20.0064,57.6608,70.2,66,88,4.0,overcast clouds
510,Flers,FR,48.7372,-0.5747,52.05,89,96,8.21,overcast clouds
511,Thinadhoo,MV,0.5333,72.9333,81.36,76,96,15.17,light rain
512,San Vicente De Canete,PE,-13.0751,-76.3835,61.16,84,20,3.94,few clouds
513,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,80.06,63,51,1.32,broken clouds
514,Nanortalik,GL,60.1432,-45.2371,44.64,93,100,12.88,overcast clouds
515,Bitung,ID,1.4451,125.1824,85.05,71,99,6.22,overcast clouds
516,Krasnogvardeyskoye,RU,45.8456,41.5186,55.78,64,55,7.94,broken clouds
517,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,74.05,78,78,4.52,light rain
518,Russkaya Polyana,UA,49.417,31.9201,58.82,82,100,11.14,overcast clouds
519,Nageshwari,BD,25.9377,89.7148,77.18,88,96,3.74,overcast clouds
520,Buin,CL,-33.7333,-70.75,62.11,72,100,3.13,overcast clouds
521,Canutama,BR,-6.5339,-64.3831,89.96,33,75,2.62,broken clouds
522,Dicabisagan,PH,17.0818,122.4157,82.06,77,94,0.67,overcast clouds
523,Caucaia,BR,-3.7361,-38.6531,80.55,74,40,13.8,scattered clouds
524,Begoro,GH,6.3871,-0.3774,67.86,96,100,2.24,overcast clouds
525,Marawi,PH,7.9986,124.2928,77.29,67,97,4.83,overcast clouds
526,Mildura,AU,-34.2,142.15,53.08,82,75,11.5,broken clouds
527,Saquarema,BR,-22.92,-42.5103,69.94,86,98,12.44,overcast clouds
528,Binzhou,CN,37.3667,118.0167,67.42,60,55,1.25,broken clouds
529,Lamesa,US,32.7376,-101.951,80.53,31,0,5.37,clear sky
530,Kapit,MY,2.0167,112.9333,75.02,98,100,0.72,overcast clouds
531,Haveri,IN,14.8,75.4,68.94,90,100,5.03,overcast clouds
532,Sanming,CN,26.2486,117.6186,80.65,72,10,2.19,clear sky
533,Santa Eulalia,PE,-11.85,-76.6833,32.0,51,22,1.59,few clouds
534,Pailitas,CO,8.9565,-73.6255,78.22,89,78,2.68,broken clouds
535,Mehran,IR,33.1222,46.1646,79.12,21,0,8.93,clear sky
536,Kuzino,RU,57.0224,59.4412,19.47,95,5,5.06,clear sky
537,Airai,TL,-8.9266,125.4092,72.1,43,58,0.78,broken clouds
538,Wewak,PG,-3.5534,143.6268,84.85,68,73,6.64,broken clouds
539,Teguise,ES,29.0605,-13.564,66.42,83,20,8.05,few clouds
540,Paris,FR,48.8534,2.3488,52.3,88,100,9.22,overcast clouds
541,Rindal,NO,63.0565,9.2124,46.8,87,97,6.69,overcast clouds
542,Tessalit,ML,20.1986,1.0114,88.57,24,24,9.48,few clouds
543,Pointe Michel,DM,15.25,-61.3833,77.29,78,67,12.95,broken clouds
544,Pelym,RU,61.0108,61.9978,28.92,74,70,4.14,broken clouds
545,Santa Isabel,BR,-23.3156,-46.2214,61.9,96,98,3.65,overcast clouds
546,Karratha,AU,-20.7377,116.8463,74.73,20,15,21.9,few clouds
547,Pereira Barreto,BR,-20.6383,-51.1092,69.13,91,91,13.09,overcast clouds
548,Itanhaem,BR,-24.1831,-46.7889,66.83,91,100,6.51,overcast clouds
549,Sechura,PE,-5.5569,-80.8222,64.98,73,32,17.96,scattered clouds
550,Skjervoy,NO,70.0311,20.9714,46.4,74,40,19.24,scattered clouds
551,Komsomolskiy,UZ,40.4272,71.7189,59.72,44,0,6.91,clear sky
552,Tielt,BE,51.0037,3.3672,54.66,83,97,5.01,overcast clouds
553,Pangoa,PE,-12.1167,-73.0,69.71,94,97,3.36,overcast clouds
554,Nalut,LY,30.3333,10.85,83.12,22,66,4.34,broken clouds
555,Ust-Ordynskiy,RU,52.805,104.7508,35.82,85,100,5.08,overcast clouds
556,Eslamshahr,IR,35.5605,51.2346,72.84,44,0,6.91,clear sky
557,Knysna,ZA,-34.0363,23.0471,62.35,92,96,11.59,overcast clouds
558,Abhar,IR,36.1468,49.218,54.88,82,6,3.87,clear sky
559,Santa Cruz Cabralia,BR,-16.2781,-39.0247,73.63,94,75,3.44,broken clouds
560,Mandalgovi,MN,45.7625,106.2708,54.73,24,2,9.73,clear sky
561,Olivenza,ES,38.6832,-7.103,61.32,41,2,4.12,clear sky
562,Neiafu,TO,-18.65,-173.9833,79.48,89,75,8.05,broken clouds
563,Kloulklubed,PW,7.0419,134.2556,81.1,78,100,8.37,light rain
564,Gemena,CD,3.25,19.7667,69.91,99,100,1.43,light rain
565,Shamary,RU,57.3434,58.2199,19.36,97,16,4.7,few clouds
566,Zyukayka,RU,58.2025,54.7003,26.13,92,6,5.7,clear sky
567,General Pico,AR,-35.6566,-63.7568,60.91,34,19,0.81,few clouds
568,Quang Ngai,VN,15.1167,108.8,73.18,92,100,8.28,very heavy rain
569,Bistret,RO,43.9,23.5,60.93,92,100,4.16,light rain
570,Kalabo,ZM,-14.97,22.6814,73.27,28,61,6.06,broken clouds
571,Harrismith,ZA,-28.2728,29.1295,58.84,66,26,5.23,scattered clouds
572,Masumbwe,TZ,-3.6333,32.1833,71.37,45,39,8.72,scattered clouds
573,Chernogorsk,RU,53.8236,91.2842,40.57,93,75,2.24,light intensity shower rain
574,De Aar,ZA,-30.6497,24.0123,56.95,17,4,7.81,clear sky
575,Asosa,ET,10.0667,34.5333,60.66,88,100,4.54,overcast clouds
576,Batagay,RU,67.6333,134.6333,29.59,83,97,5.06,overcast clouds
577,Sorong,ID,-0.8833,131.25,79.47,84,100,6.02,overcast clouds
578,Sri Aman,MY,1.2376,111.4621,77.05,94,20,3.44,few clouds
579,Price,US,39.5994,-110.8107,81.12,13,0,3.44,clear sky
580,Leshukonskoye,RU,64.8989,45.7622,30.47,84,16,4.74,few clouds
581,Umm Lajj,SA,25.0213,37.2685,88.97,38,4,9.6,clear sky
582,Casper,US,42.8666,-106.3131,78.73,24,0,6.91,clear sky
583,Batemans Bay,AU,-35.7167,150.1833,60.1,95,99,4.72,overcast clouds
584,Pacific Grove,US,36.6177,-121.9166,73.38,83,75,8.05,broken clouds
585,Iraucuba,BR,-3.7461,-39.7833,76.78,76,45,6.87,scattered clouds
586,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,62.29,85,57,6.17,broken clouds
587,Talnakh,RU,69.4865,88.3972,21.81,85,70,3.06,broken clouds
588,Flinders,AU,-34.5833,150.8552,65.17,82,94,5.99,light rain
589,Eureka,US,40.8021,-124.1637,90.75,85,19,3.0,few clouds
590,Kahta,TR,37.7855,38.6237,70.97,15,0,3.24,clear sky
591,Popova,RU,42.9603,131.7228,61.48,82,0,12.44,clear sky
592,Rundu,NA,-17.9333,19.7667,71.46,26,57,1.23,broken clouds
593,Belyy Yar,RU,53.6039,91.3903,40.89,93,75,2.24,light intensity shower rain
594,Nikel,RU,69.4128,30.222,42.98,86,100,3.69,overcast clouds
595,Jacareacanga,BR,-6.2222,-57.7528,83.8,51,68,2.04,broken clouds
596,Altamont,US,42.2068,-121.7372,87.78,24,20,13.8,few clouds
597,Tegal,ID,-6.8694,109.1402,78.98,72,89,6.98,overcast clouds
598,Rio Gallegos,AR,-51.6226,-69.2181,42.85,56,0,17.27,clear sky
599,Ilhabela,BR,-23.7781,-45.3581,67.33,92,100,5.5,light rain
600,Vostok,RU,46.4856,135.8833,51.66,52,19,4.29,few clouds
601,Chabahar,IR,25.2919,60.643,79.74,75,68,4.25,broken clouds
602,Boden,SE,65.8252,21.6886,46.4,98,89,2.91,overcast clouds
603,Oktyabrskoye,RU,43.0645,44.7417,41.14,93,10,4.47,clear sky
604,Holyoke,US,42.2043,-72.6162,60.3,89,40,5.75,scattered clouds
605,Campobasso,IT,41.6333,14.5833,61.41,94,48,7.87,scattered clouds
606,Sistranda,NO,63.7256,8.834,53.56,71,100,27.27,light rain
607,Los Chiles,CR,11.0333,-84.7167,76.41,93,88,1.81,light rain
608,Safford,US,32.834,-109.7076,88.72,30,0,13.8,clear sky
609,Sur,OM,22.5667,59.5289,79.75,76,1,5.53,clear sky
610,Akhisar,TR,38.9185,27.8401,59.49,38,100,2.46,overcast clouds
611,Moranbah,AU,-22.0016,148.0466,77.68,52,5,2.71,clear sky
612,Charters Towers,AU,-20.1,146.2667,81.0,47,1,11.12,clear sky
613,Nelson,NZ,-41.2833,173.2833,57.31,61,99,3.6,overcast clouds
614,Baraboo,US,43.4711,-89.7443,56.93,68,100,6.91,overcast clouds
615,Bentiu,SS,9.2333,29.8333,74.5,80,99,1.66,overcast clouds
616,Luderitz,NA,-26.6481,15.1594,53.49,84,0,4.25,clear sky
617,Pawai,IN,24.2667,80.1667,74.84,86,70,3.58,broken clouds
618,Axim,GH,4.8699,-2.2405,74.75,91,80,7.58,broken clouds
619,Seymchan,RU,62.8833,152.4333,36.18,60,76,4.45,broken clouds
620,Mana,GF,5.6592,-53.7767,80.44,84,8,13.53,clear sky
621,Saint-Joseph,RE,-21.3667,55.6167,64.78,71,30,12.73,scattered clouds
622,Anloga,GH,5.7947,0.8973,76.64,85,97,6.78,overcast clouds
623,Melendugno,IT,40.2747,18.3368,72.05,88,40,11.5,scattered clouds
624,Roma,US,43.2128,-75.4557,54.82,87,75,4.61,broken clouds
625,Novo Aripuana,BR,-5.1206,-60.3797,84.74,47,81,1.01,broken clouds
626,Porto Novo,BJ,6.4965,2.6036,73.22,94,100,3.02,moderate rain
627,Mayna,RU,54.1135,47.6231,41.13,94,88,5.26,overcast clouds
628,Kiunga,PG,-6.1219,141.2906,77.38,83,100,2.59,overcast clouds
629,Nouadhibou,MR,20.931,-17.0347,75.18,94,20,14.97,thunderstorm with light rain
630,Takoradi,GH,4.8845,-1.7554,74.07,92,97,8.21,overcast clouds
631,Dickinson,US,29.4608,-95.0513,89.02,48,0,9.22,clear sky
632,Broome,US,42.2506,-75.833,55.0,83,0,8.05,clear sky
633,Yaan,NG,7.3833,8.5667,71.67,96,95,5.21,light rain
634,Kinsale,IE,51.7075,-8.5306,54.77,76,40,12.66,scattered clouds
635,Zhigansk,RU,66.7697,123.3711,31.44,94,100,8.75,overcast clouds
636,Wanning,CN,18.8003,110.3967,76.51,81,100,21.85,overcast clouds
637,El Alto,PE,-4.2714,-81.2147,62.26,82,36,17.6,scattered clouds
638,Ankpa,NG,7.3706,7.6253,70.77,97,85,8.63,overcast clouds
639,Farnham,GB,51.2143,-0.7959,52.2,72,40,13.8,scattered clouds
640,Naifaru,MV,5.4444,73.3657,82.33,74,26,15.97,scattered clouds
641,Linfen,CN,36.0889,111.5189,72.03,29,100,1.95,overcast clouds
642,Onega,RU,63.9061,38.1404,41.27,88,58,7.85,broken clouds
643,La Orilla,MX,17.9833,-102.2333,81.63,83,99,2.21,overcast clouds
644,Gallup,US,35.5281,-108.7426,74.16,36,0,0.0,clear sky
645,Katobu,ID,-4.9408,122.5276,81.5,68,78,1.92,broken clouds
646,Yamada,JP,39.4667,141.95,70.18,68,62,4.47,broken clouds
647,Amarwara,IN,22.3,79.1667,68.83,88,81,4.68,broken clouds
648,Tommot,RU,58.9564,126.2925,33.46,65,15,6.26,few clouds
649,Gizo,SB,-8.103,156.8419,83.53,68,8,3.24,clear sky
650,Can,TR,40.0333,27.0524,59.04,51,99,4.76,overcast clouds
651,Sioux Lookout,CA,50.1001,-91.917,41.07,70,40,4.61,scattered clouds
652,At-Bashi,KG,41.1702,75.8106,45.73,30,0,1.14,clear sky
653,Nola,IT,40.922,14.5329,67.93,88,36,3.09,scattered clouds
654,Cabedelo,BR,-6.9811,-34.8339,75.87,78,9,13.89,clear sky
655,Mercedes,AR,-34.6515,-59.4307,63.79,47,21,5.35,few clouds
656,Kargopol,RU,61.5071,38.9456,40.39,96,100,5.68,overcast clouds
657,Verkhnevilyuysk,RU,63.4453,120.3167,32.2,80,100,5.86,overcast clouds
658,Alirajpur,IN,22.3031,74.3546,71.29,89,15,4.47,few clouds
659,Lazurne,UA,46.084,32.5295,65.44,79,100,15.99,overcast clouds
660,Placido De Castro,BR,-10.3353,-67.1856,83.66,39,7,2.28,clear sky
661,Mendoza,AR,-32.8908,-68.8272,65.73,34,0,3.44,clear sky
662,Falun,SE,60.6036,15.626,50.41,96,100,6.89,overcast clouds
663,Lavrentiya,RU,65.5833,-171.0,39.4,94,100,12.48,overcast clouds
664,General Roca,AR,-39.0333,-67.5833,62.62,38,5,21.5,clear sky
665,Kibakwe,TZ,-6.7167,36.3667,60.33,93,31,4.94,scattered clouds
666,Shenjiamen,CN,29.9576,122.298,74.23,77,100,11.97,overcast clouds
667,Aklavik,CA,68.2191,-135.0107,35.89,81,100,9.4,overcast clouds
668,Malakal,SS,9.5334,31.6605,73.09,84,99,2.57,overcast clouds
669,Bubaque,GW,11.2833,-15.8333,80.64,77,100,12.24,light rain
670,Llanes,ES,43.4198,-4.7549,63.16,74,93,19.73,overcast clouds
671,Kosai,JP,34.7105,137.5316,79.5,68,46,5.01,scattered clouds
672,Benguela,AO,-12.5763,13.4055,70.29,82,70,2.53,broken clouds
673,Lorengau,PG,-2.0226,147.2712,85.8,65,87,8.63,overcast clouds
674,Conceicao Do Araguaia,BR,-8.2578,-49.2647,81.7,54,7,4.16,clear sky
675,Kingman,US,35.1894,-114.053,95.18,8,0,5.75,clear sky
676,Snyder,US,32.7179,-100.9176,82.31,21,0,5.75,clear sky
677,Puerto Rico,AR,-26.796,-55.024,61.41,99,26,2.33,scattered clouds
678,Lamont,US,35.2597,-118.9143,98.08,32,46,5.88,scattered clouds
679,Amahai,ID,-3.3333,128.9167,82.27,74,100,1.92,overcast clouds
680,Nichinan,JP,31.6,131.3667,78.48,72,33,3.69,scattered clouds
681,Vao,NC,-22.6667,167.4833,72.93,77,0,3.06,clear sky
682,Jacqueville,CI,5.2052,-4.4146,75.79,87,96,11.25,overcast clouds
683,Crestview,US,30.7621,-86.5705,85.24,60,0,6.91,moderate rain
684,Ampanihy,MG,-24.7,44.75,68.81,70,0,4.7,clear sky
685,Bang Saphan,TH,11.2126,99.5117,79.02,83,100,5.14,overcast clouds
686,Labuhan,ID,-6.8844,112.2051,82.56,63,58,10.31,broken clouds
687,Arica,CL,-18.475,-70.3042,60.35,72,100,8.05,overcast clouds
688,Columbus,US,39.9612,-82.9988,61.05,64,75,14.97,broken clouds
689,Asyut,EG,27.181,31.1837,86.41,24,0,6.55,clear sky
690,Norwich,GB,52.6278,1.2983,49.24,92,75,9.22,broken clouds
691,Shieli,KZ,44.1667,66.75,54.91,55,7,7.54,clear sky
692,Neuquen,AR,-38.9516,-68.0591,62.49,27,0,13.8,clear sky
693,Bowen,AU,-20.0167,148.2333,78.17,63,0,11.12,clear sky
694,Makakilo City,US,21.3469,-158.0858,86.61,54,0,13.8,clear sky
695,Nago,JP,26.5881,127.9761,84.63,73,59,7.25,broken clouds
696,Manokwari,ID,-0.8667,134.0833,83.26,71,80,4.09,broken clouds
697,Byron Bay,AU,-28.65,153.6167,75.7,60,100,12.84,overcast clouds
698,La Libertad,EC,-2.2333,-80.9,68.47,84,100,12.28,overcast clouds
